2	296435
3	150862
4	82773
5	34192
6	20138
7	13969
8	9569
9	6867
10	5630
11	5291
12	4154
13	3220
14	3069
15	2204
16	2214
17	1687
18	1803
19	1218
20	1447
21	1110
22	1122
23	932
24	919
25	933
26	679
27	774
28	741
29	758
30	628
31	647
32	524
33	619
34	455
35	471
36	464
37	438
38	366
39	466
40	319
41	320
42	339
43	336
44	420
45	290
46	354
47	286
48	272
49	284
50	183
51	188
52	204
53	165
54	148
55	171
56	183
57	139
58	134
59	132
60	133
61	148
62	126
63	127
64	123
65	92
66	92
67	89
68	107
69	97
70	107
71	90
72	70
73	76
74	48
75	94
76	84
77	61
78	49
79	65
80	59
81	68
82	61
83	44
84	92
85	57
86	56
87	39
88	40
89	30
90	53
91	45
92	37
93	51
94	41
95	31
96	49
97	40
98	28
99	39
100	27
101	36
102	28
103	28
104	33
105	30
106	41
107	25
108	29
109	19
110	28
111	19
112	32
113	26
114	28
115	29
116	32
117	20
118	34
119	21
120	21
121	25
122	25
123	22
124	24
125	20
126	28
127	15
128	19
129	23
130	22
131	27
132	15
133	26
134	20
135	10
136	22
137	16
138	15
139	18
140	8
141	10
142	10
143	16
144	13
145	23
146	20
147	15
148	16
149	16
150	13
151	8
152	15
153	9
154	12
155	11
156	9
157	7
158	16
159	10
160	12
161	9
162	10
163	11
164	10
165	10
166	18
167	5
168	11
169	9
170	11
171	11
172	14
173	13
174	6
175	12
176	9
177	16
178	7
179	8
180	13
181	9
182	8
183	11
184	12
185	8
186	11
187	7
188	9
189	6
190	7
191	6
192	7
193	5
194	11
195	13
196	3
197	6
198	7
199	9
200	6
201	5
202	3
203	2
204	8
205	6
206	4
207	5
208	7
209	5
210	7
211	10
212	7
213	10
214	3
215	6
216	8
217	3
218	5
219	5
220	1
221	2
222	6
223	2
224	5
225	4
226	3
227	3
228	2
229	4
230	7
231	6
232	4
233	1
234	10
235	8
236	4
237	6
238	3
239	9
240	3
241	5
242	2
243	5
244	7
245	2
247	1
248	6
249	3
250	7
251	1
252	2
253	5
254	2
255	7
256	4
257	5
258	3
259	2
260	5
261	4
262	9
263	5
264	3
265	2
266	4
267	6
268	4
269	6
270	8
271	1
272	5
273	1
274	6
275	2
276	1
277	5
278	4
279	5
281	3
282	4
283	3
284	4
285	3
286	1
287	2
288	5
289	2
290	8
291	3
292	3
293	3
294	1
295	3
296	5
297	4
298	2
299	1
300	2
301	5
302	6
303	4
304	2
306	5
307	4
308	3
309	4
310	4
311	4
312	2
313	4
314	1
315	1
316	5
317	1
318	5
319	3
320	2
321	4
322	5
323	2
324	1
325	2
327	1
328	4
330	4
331	1
332	4
333	3
334	2
335	2
336	5
337	1
338	1
339	3
340	2
341	3
342	4
343	1
344	1
345	3
346	2
347	2
349	2
350	2
351	2
352	2
353	1
354	1
356	3
357	6
358	2
359	4
360	1
362	2
363	3
364	4
365	2
367	2
369	1
371	1
373	7
374	4
375	2
376	1
377	4
380	2
382	2
384	6
385	3
387	2
388	1
389	1
391	3
393	2
394	2
395	2
396	1
401	1
402	1
403	2
405	3
407	3
410	2
411	1
412	2
414	2
417	1
419	1
420	1
422	2
423	2
424	1
425	2
426	2
427	1
428	1
429	2
430	1
431	2
432	1
433	1
434	2
435	1
436	1
437	2
438	1
439	2
440	1
441	1
443	1
444	1
445	3
446	1
447	1
448	2
452	1
453	1
454	3
456	2
457	1
459	1
463	1
464	1
465	3
468	1
471	3
473	2
474	1
475	1
476	2
479	2
480	2
481	2
482	1
483	1
484	2
485	1
486	2
487	1
488	3
489	1
492	2
494	2
496	1
498	3
499	3
500	2
502	1
504	1
506	1
507	1
508	1
511	2
512	1
513	1
515	1
516	1
517	3
518	1
519	1
520	1
521	1
522	2
530	1
531	1
533	1
536	1
537	1
542	1
543	1
544	1
545	1
546	1
548	1
551	1
554	1
558	1
562	1
564	1
565	1
567	1
568	2
570	1
572	1
576	1
577	1
579	1
580	3
581	1
582	1
583	2
585	1
588	1
590	1
591	1
595	1
597	1
600	1
601	1
603	1
604	1
605	6
607	1
611	2
614	1
615	2
617	2
621	1
630	1
631	1
632	1
633	1
634	2
635	1
638	1
639	1
642	1
644	2
645	1
648	1
651	2
653	1
656	1
663	1
664	1
666	1
670	1
680	1
685	1
689	1
692	2
694	1
698	1
701	1
703	1
711	1
712	1
720	1
721	1
736	1
738	3
744	1
745	1
746	1
747	1
749	1
750	1
754	1
757	1
765	1
767	1
770	1
772	1
777	1
782	2
786	1
792	1
795	1
799	1
801	1
804	1
805	1
806	1
809	2
810	1
824	3
830	1
831	2
839	1
846	2
851	1
859	1
871	1
875	1
880	1
891	1
895	1
897	3
915	1
918	2
922	1
923	1
936	1
948	1
953	1
964	1
965	2
970	1
973	1
975	1
983	2
986	1
987	1
990	1
992	1
1005	1
1008	1
1011	1
1012	1
1019	1
1038	1
1045	1
1047	1
1048	1
1066	1
1073	2
1092	1
1102	1
1109	1
1118	2
1128	1
1133	1
1140	1
1147	1
1149	1
1150	1
1167	1
1171	1
1174	1
1180	2
1186	1
1191	1
1197	1
1201	1
1207	1
1213	1
1222	1
1231	1
1249	1
1253	1
1254	1
1270	1
1276	1
1285	1
1288	1
1325	1
1326	1
1338	1
1345	1
1351	1
1352	1
1375	1
1377	1
1379	1
1394	1
1407	1
1437	1
1444	2
1455	1
1484	1
1512	1
1531	1
1620	1
1672	2
1722	1
1751	1
1755	1
1766	1
1811	1
1853	1
1859	1
1882	1
1889	1
1909	2
1918	1
1932	2
1965	1
1966	1
1998	1
2004	1
2025	1
2173	1
2176	1
2201	1
2205	1
2254	1
2315	1
2372	1
2382	1
2386	1
2429	1
2689	1
2775	1
2818	1
2852	1
2895	1
2916	1
2927	1
2992	1
3024	1
3366	1
3478	1
3622	1
3684	1
3760	1
3876	1
3878	1
3888	1
4047	1
4343	1
4965	1
5071	1
5266	1
5371	1
5433	1
5929	1
6739	1
7767	1
10625	1
14032	1
15504	1
